Symbol,Name,Asset Class,Weight (%),Price,Shares,MarketCap,Notional Value,Sector,SEDOL,ISIN,Exchange
"AN","AUTONATION INC","Equity","0.16","50.45","1,694,681.00","85,496,656.45","85,496,656.45","Consumer Discretionary","2732635","US05329W1027","New York Stock Exchange Inc."
"FULT","FULTON FINANCIAL CORP","Equity","0.16","17.76","4,792,936.00","85,122,543.36","85,122,543.36","Financials","2356585","US3602711000","NASDAQ"
"LM","LEGG MASON INC","Equity","0.16","36.06","2,357,654.00","85,017,003.24","85,017,003.24","Financials","2510615","US5249011058","New York Stock Exchange Inc."
"CNO","CNO FINANCIAL GROUP INC","Equity","0.16","18.93","4,490,501.00","85,005,183.93","85,005,183.93","Financials","2657750","US12621E1038","New York Stock Exchange Inc."
"GATX","GATX CORP","Equity","0.16","82.60","1,029,093.00","85,003,081.80","85,003,081.80","Industrials","2362128","US3614481030","New York Stock Exchange Inc."
"WAFD","WASHINGTON FEDERAL INC","Equity","0.16","37.12","2,288,831.00","84,961,406.72","84,961,406.72","Financials","2941981","US9388241096","NASDAQ"
"CATY","CATHAY GENERAL BANCORP","Equity","0.16","38.30","2,185,809.00","83,716,484.70","83,716,484.70","Financials","2264235","US1491501045","NASDAQ"
"PCH","POTLATCHDELTIC CORP","Equity","0.16","43.10","1,936,751.00","83,473,968.10","83,473,968.10","Real Estate","B0XXJN1","US7376301039","NASDAQ"
"KAR","KAR AUCTION SERVICES INC","Equity","0.16","21.61","3,857,158.00","83,353,184.38","83,353,184.38","Industrials","B4Y1MH7","US48238T1097","New York Stock Exchange Inc."
"CFX","COLFAX CORP","Equity","0.16","34.55","2,405,208.00","83,099,936.40","83,099,936.40","Industrials","B2RB4W9","US1940141062","New York Stock Exchange Inc."
"ACHC","ACADIA HEALTHCARE COMPANY INC","Equity","0.16","32.47","2,551,842.00","82,858,309.74","82,858,309.74","Health Care","B65VZ37","US00404A1097","NASDAQ"
"OLN","OLIN CORP","Equity","0.16","17.45","4,736,084.00","82,644,665.80","82,644,665.80","Materials","2658526","US6806652052","New York Stock Exchange Inc."
"NAVI","NAVIENT CORP","Equity","0.16","14.12","5,846,961.00","82,559,089.32","82,559,089.32","Financials","BLP5GX1","US63938C1080","NASDAQ"
"BJ","BJAS WHOLESALE CLUB HOLDINGS INC","Equity","0.16","23.52","3,508,957.00","82,530,668.64","82,530,668.64","Consumer Staples","BFZNZF8","US05550J1016","New York Stock Exchange Inc."
"CC","CHEMOURS","Equity","0.16","17.43","4,712,569.00","82,140,077.67","82,140,077.67","Materials","BZ0CTP8","US1638511089","New York Stock Exchange Inc."
"IIVI","II VI INC","Equity","0.16","32.79","2,491,635.00","81,700,711.65","81,700,711.65","Information Technology","2452698","US9021041085","NASDAQ"
"INT","WORLD FUEL SERVICES CORP","Equity","0.16","43.28","1,884,717.00","81,570,551.76","81,570,551.76","Energy","2469450","US9814751064","New York Stock Exchange Inc."
"R","RYDER SYSTEM INC","Equity","0.16","53.01","1,537,449.00","81,500,171.49","81,500,171.49","Industrials","2760669","US7835491082","New York Stock Exchange Inc."
"MLHR","HERMAN MILLER INC","Equity","0.15","47.25","1,702,307.00","80,434,005.75","80,434,005.75","Industrials","2594222","US6005441000","NASDAQ"
"THS","TREEHOUSE FOODS INC","Equity","0.15","49.42","1,624,300.00","80,272,906.00","80,272,906.00","Consumer Staples","B095X84","US89469A1043","New York Stock Exchange Inc."
"GHC","GRAHAM HOLDINGS COMPANY CLASS B","Equity","0.15","639.86","125,425.00","80,254,440.50","80,254,440.50","Consumer Discretionary","BGM1B98","US3846371041","New York Stock Exchange Inc."
"VSH","VISHAY INTERTECHNOLOGY INC","Equity","0.15","20.85","3,806,451.00","79,364,503.35","79,364,503.35","Information Technology","2930149","US9282981086","New York Stock Exchange Inc."
"PENN","PENN NATIONAL GAMING INC","Equity","0.15","25.18","3,139,687.00","79,057,318.66","79,057,318.66","Consumer Discretionary","2682105","US7075691094","NASDAQ"
"SXT","SENSIENT TECHNOLOGIES CORP","Equity","0.15","64.39","1,219,895.00","78,549,039.05","78,549,039.05","Materials","2923741","US81725T1007","New York Stock Exchange Inc."
"CBT","CABOT CORP","Equity","0.15","47.15","1,665,669.00","78,536,293.35","78,536,293.35","Materials","2162500","US1270551013","New York Stock Exchange Inc."
"DAN","DANA INCORPORATED INC","Equity","0.15","18.76","4,165,265.00","78,140,371.40","78,140,371.40","Consumer Discretionary","B2PFJR3","US2358252052","New York Stock Exchange Inc."
"ATI","ALLEGHENY TECHNOLOGIES INC","Equity","0.15","21.40","3,634,383.00","77,775,796.20","77,775,796.20","Materials","2526117","US01741R1023","New York Stock Exchange Inc."
"CMD","CANTEL MEDICAL CORP","Equity","0.14","70.70","1,059,459.00","74,903,751.30","74,903,751.30","Health Care","2188153","US1380981084","New York Stock Exchange Inc."
"CMC","COMMERCIAL METALS","Equity","0.14","21.78","3,390,635.00","73,848,030.30","73,848,030.30","Materials","2213260","US2017231034","New York Stock Exchange Inc."
"VC","VISTEON CORP","Equity","0.14","90.89","803,773.00","73,054,927.97","73,054,927.97","Consumer Discretionary","B4N0JJ6","US92839U2069","NASDAQ"
"IBOC","INTERNATIONAL BANCSHARES CORP","Equity","0.14","43.46","1,672,176.00","72,672,768.96","72,672,768.96","Financials","2243911","US4590441030","NASDAQ"
"EQT","EQT CORP","Equity","0.14","9.73","7,364,382.00","71,655,436.86","71,655,436.86","Energy","2319414","US26884L1098","New York Stock Exchange Inc."
"FLR","FLUOR CORP","Equity","0.14","17.60","4,031,926.00","70,961,897.60","70,961,897.60","Industrials","2696838","US3434121022","New York Stock Exchange Inc."
"POL","POLYONE CORP","Equity","0.13","31.52","2,224,249.00","70,108,328.48","70,108,328.48","Materials","2624561","US73179P1066","New York Stock Exchange Inc."
"BYD","BOYD GAMING CORP","Equity","0.13","29.66","2,315,112.00","68,666,221.92","68,666,221.92","Consumer Discretionary","2117232","US1033041013","New York Stock Exchange Inc."
"SLGN","SILGAN HOLDINGS INC","Equity","0.13","30.49","2,251,659.00","68,653,082.91","68,653,082.91","Materials","2809324","US8270481091","NASDAQ"
"TDS","TELEPHONE AND DATA SYSTEMS INC","Equity","0.13","24.31","2,805,701.00","68,206,591.31","68,206,591.31","Communication","B6YR5K3","US8794338298","New York Stock Exchange Inc."
"SFM","SPROUTS FARMERS MARKET INC","Equity","0.13","19.76","3,417,553.00","67,530,847.28","67,530,847.28","Consumer Staples","BCGCR79","US85208M1027","NASDAQ"
"GNW","GENWORTH FINANCIAL A INC","Equity","0.13","4.64","14,539,189.00","67,461,836.96","67,461,836.96","Financials","B011WL6","US37247D1063","New York Stock Exchange Inc."
"AEO","AMERICAN EAGLE OUTFITTERS INC","Equity","0.13","14.63","4,570,765.00","66,870,291.95","66,870,291.95","Consumer Discretionary","2048592","US02553E1064","New York Stock Exchange Inc."
"MD","MEDNAX INC","Equity","0.13","27.43","2,434,828.00","66,787,332.04","66,787,332.04","Health Care","2677640","US58502B1061","New York Stock Exchange Inc."
"ETRN","EQUITRANS MIDSTREAM CORP","Equity","0.13","11.35","5,877,910.00","66,714,278.50","66,714,278.50","Energy","BFMWBV6","US2946001011","New York Stock Exchange Inc."
"TRN","TRINITY INDUSTRIES INC","Equity","0.13","22.50","2,957,399.00","66,541,477.50","66,541,477.50","Industrials","2904627","US8965221091","New York Stock Exchange Inc."
"CRS","CARPENTER TECHNOLOGY CORP","Equity","0.13","48.41","1,372,623.00","66,448,679.43","66,448,679.43","Materials","2177504","US1442851036","New York Stock Exchange Inc."
"APY","APERGY CORP","Equity","0.12","29.23","2,238,378.00","65,427,788.94","65,427,788.94","Energy","BFXZQZ3","US03755L1044","New York Stock Exchange Inc."
"TRMK","TRUSTMARK CORP","Equity","0.12","34.99","1,862,314.00","65,162,366.86","65,162,366.86","Financials","2340210","US8984021027","NASDAQ"
"X","US STEEL CORP","Equity","0.12","13.18","4,937,467.00","65,075,815.06","65,075,815.06","Materials","2824770","US9129091081","New York Stock Exchange Inc."
"TREE","LENDINGTREE INC","Equity","0.12","290.56","221,379.00","64,323,882.24","64,323,882.24","Financials","BV8TD84","US52603B1070","NASDAQ"
"UFS","DOMTAR CORP","Equity","0.12","38.56","1,650,962.00","63,661,094.72","63,661,094.72","Materials","B1T84Z4","US2575592033","New York Stock Exchange Inc."
"TPH","TRI POINTE GROUP INC","Equity","0.12","15.46","4,113,085.00","63,588,294.10","63,588,294.10","Consumer Discretionary","B92CQF3","US87265H1095","New York Stock Exchange Inc."
"NUS","NU SKIN ENTERPRISES INC CLASS A","Equity","0.12","39.45","1,605,654.00","63,343,050.30","63,343,050.30","Consumer Staples","2616870","US67018T1051","New York Stock Exchange Inc."
"UE","URBAN EDGE PROPERTIES","Equity","0.12","19.06","3,318,293.00","63,246,664.58","63,246,664.58","Real Estate","BTPSGQ9","US91704F1049","New York Stock Exchange Inc."
"YELP","YELP INC","Equity","0.12","33.78","1,868,806.00","63,128,266.68","63,128,266.68","Communication","B7KCD72","US9858171054","New York Stock Exchange Inc."
"DLX","DELUXE CORP","Equity","0.12","50.36","1,241,263.00","62,510,004.68","62,510,004.68","Industrials","2260363","US2480191012","New York Stock Exchange Inc."
"SYNA","SYNAPTICS INC","Equity","0.12","65.82","947,067.00","62,335,949.94","62,335,949.94","Information Technology","2839268","US87157D1090","NASDAQ"
"JWA","JOHN WILEY AND SONS INC CLASS A","Equity","0.12","48.75","1,272,721.00","62,045,148.75","62,045,148.75","Communication","2965668","US9682232064","New York Stock Exchange Inc."
"SBH","SALLY BEAUTY HOLDINGS INC","Equity","0.12","17.64","3,482,419.00","61,429,871.16","61,429,871.16","Consumer Discretionary","B1GZ005","US79546E1047","New York Stock Exchange Inc."
"BDC","BELDEN INC","Equity","0.12","54.60","1,116,401.00","60,955,494.60","60,955,494.60","Information Technology","B01WL78","US0774541066","New York Stock Exchange Inc."
"PTEN","PATTERSON UTI ENERGY INC","Equity","0.11","10.15","5,850,081.00","59,378,322.15","59,378,322.15","Energy","2672537","US7034811015","NASDAQ"
"ADNT","ADIENT PLC","Equity","0.11","23.53","2,513,389.00","59,140,043.17","59,140,043.17","Consumer Discretionary","BD845X2","IE00BD845X29","New York Stock Exchange Inc."
"CLB","CORE LABORATORIES NV","Equity","0.11","45.35","1,281,643.00","58,122,510.05","58,122,510.05","Energy","2182531","NL0000200384","New York Stock Exchange Inc."
"PBH","PRESTIGE CONSUMER HEALTHCARE INC","Equity","0.11","39.73","1,448,253.00","57,539,091.69","57,539,091.69","Health Care","B0650P3","US74112D1019","New York Stock Exchange Inc."
"CMP","COMPASS MINERALS INTERNATIONAL INC","Equity","0.11","58.42","978,236.00","57,148,547.12","57,148,547.12","Materials","2202763","US20451N1019","New York Stock Exchange Inc."
"HAIN","HAIN CELESTIAL GROUP INC","Equity","0.11","24.67","2,313,257.00","57,068,050.19","57,068,050.19","Consumer Staples","2492337","US4052171000","NASDAQ"
"MTX","MINERALS TECHNOLOGIES INC","Equity","0.11","55.98","1,011,942.00","56,648,513.16","56,648,513.16","Materials","2595612","US6031581068","New York Stock Exchange Inc."
"CVLT","COMMVAULT SYSTEMS INC","Equity","0.11","47.13","1,200,326.00","56,571,364.38","56,571,364.38","Information Technology","B142B38","US2041661024","NASDAQ"
"BBBY","BED BATH AND BEYOND INC","Equity","0.11","15.18","3,687,538.00","55,958,389.15","55,958,389.15","Consumer Discretionary","2085878","US0758961009","NASDAQ"
"TEX","TEREX CORP","Equity","0.11","29.48","1,888,226.00","55,664,902.48","55,664,902.48","Industrials","2884224","US8807791038","New York Stock Exchange Inc."
"CXW","CORECIVIC REIT INC","Equity","0.10","16.04","3,437,421.00","55,136,232.84","55,136,232.84","Real Estate","BZ8VC58","US21871N1019","New York Stock Exchange Inc."
"URBN","URBAN OUTFITTERS INC","Equity","0.10","26.78","2,033,246.00","54,450,327.88","54,450,327.88","Consumer Discretionary","2933438","US9170471026","NASDAQ"
"ATGE","ADTALEM GLOBAL EDUCATION INC","Equity","0.10","34.21","1,585,444.00","54,238,039.24","54,238,039.24","Consumer Discretionary","BZ12TX5","US00737L1035","New York Stock Exchange Inc."
"CAR","AVIS BUDGET GROUP INC","Equity","0.10","32.08","1,685,999.00","54,086,847.92","54,086,847.92","Industrials","B1CL8J2","US0537741052","NASDAQ"
"LGND","LIGAND PHARMACEUTICALS INC","Equity","0.10","106.46","506,004.00","53,869,185.84","53,869,185.84","Health Care","2501578","US53220K5048","NASDAQ"
"CLI","MACK-CALI REALTY REIT CORP","Equity","0.10","20.59","2,615,159.00","53,846,123.81","53,846,123.81","Real Estate","2192314","US5544891048","New York Stock Exchange Inc."
